gene_name,gene_id,logFC,logCPM,PValue,FDR,raw_read_count_x23908x30,raw_read_count_x23908x31,raw_read_count_x23908x16,rpkm_x23908x30,rpkm_x23908x31,rpkm_x23908x16
Rnf19a,30945,0.843556240997225,5.450964410651184,0.004105779317605374,0.009505793282156779,413,445,221,9.397794109262863,8.042084019071567,12.880711599554038
Bace2,56175,1.3432815008961823,2.450729852075023,0.0041134510845630325,0.009522402855528675,41,55,35,0.5207972208888437,0.5548559038945202,1.1387399418671698
NA,102639156,-2.7275497906120063,1.766332840161211,0.004121406022905669,0.00953966385630948,53,41,2,2.0042396721721136,1.2313750851649155,0.19372045871306473
Fhl5,57756,2.588793049706267,-0.20381687713196797,0.004123786751289888,0.009544019827316974,3,6,8,0.2303871279578345,0.36594930534537057,1.5736155967441687
NA,118568565,-1.054409966435765,4.740417387275362,0.004124620132314368,0.009544794024137736,427,339,53,2.515723275998387,1.586234574495975,0.7998021566527981
Fam227b,75823,-7.203033019883058,0.8745121984685401,0.004128232424096758,0.009551997940530084,23,25,0,1.1268397609632854,0.9727630284335862,0
Gm4221,100043089,-2.4028176541395974,2.004123211201519,0.004135766676465287,0.009568273738912978,51,61,3,1.7722529818156418,1.6835192834659323,0.26702289657252615
Slc25a42,73095,-1.3023930345974672,3.658657851211136,0.004137361282399793,0.009570371266306723,191,170,21,5.858868621733089,4.141541660274242,1.649952324344739
Dcaf5,320808,-0.9356914419939781,5.846599800322225,0.0041376737111215815,0.009570371266306723,797,856,124,13.59064677092495,11.59279854571014,5.415956869376157
Arhgap35,232906,-0.9506150275049261,7.589603477846403,0.004138781609206666,0.009571776686685742,2763,2838,416,30.162723249623337,24.6056462638542,11.632008299774801
NA,102637642,1.6159621082801754,1.6785357350500665,0.004141140456048053,0.009576074491850061,29,23,23,0.6124820376640412,0.38579439646441804,1.2442134823291138
NA,102639192,0.9422652368903499,4.839365567148315,0.004149194289416302,0.009593538892979106,325,221,151,2.1485632018579808,1.160352030867432,2.556898144468543
Dcaf12,68970,0.8505137194179565,5.351671851560601,0.004152687550362805,0.009600455642954513,375,425,207,7.405634542383203,6.665805838436116,10.470636009298165
NA,108167996,-3.3319816626609096,1.4265329618731377,0.004154482414883527,0.009603444731662018,43,30,1,4.1220759009099455,2.284028423017658,0.24553829569887467
Zfp712,78251,-1.7088289950362532,2.6948077455158272,0.004157999814990354,0.009610414406886984,86,97,8,2.1077617327071003,1.8881109856272331,0.5022093100944236
Crls1,66586,-1.1563882282727869,4.1620877910352485,0.004159535409234464,0.009612802389767243,244,269,33,10.703895376301265,9.372102501933066,3.707982513270427
Ddah1,69219,-0.9401450928244435,6.072897786587401,0.0041614043346086226,0.009615960040346228,889,1051,145,20.214967407335852,18.980459458443807,8.445220535050684
Mir350,723921,2.5855336426687003,-0.20258526790442752,0.004168415951916373,0.009630998962446076,6,3,8,5.896979618637905,2.3417059084473966,20.139100616917794
Ankib1,70797,-0.931337572897256,6.686924192997224,0.004169665102963769,0.009631264000369247,1429,1548,224,19.89154991960713,17.11354858757179,7.986493120185426
Hsd3b8,100043456,-6.905912185290925,0.6224765858912177,0.004170040818431968,0.009631264000369247,19,20,0,1.040350653034881,0.8697388292488926,0
NA,105245022,-6.905912185290925,0.6224765858912177,0.004170040818431968,0.009631264000369247,19,20,0,1.2106765621761515,1.012132219761154,0
Rnh1,107702,1.0206038316996882,3.9155069154732134,0.004172961152064779,0.009636845591123166,132,153,83,6.374005761485537,5.8676293457820865,10.265694154417712
Cd4,12504,1.829754349358915,1.62124537808811,0.004175746531276742,0.009642114214689588,11,36,24,0.3084443229921556,0.8017137231226245,1.7237212919955576
NA,105243202,-6.90643812795218,0.622783371465423,0.004187715094125183,0.009667417096512686,20,19,0,1.4787258922116326,1.115691188903129,0
1700102P08Rik,112418,-6.90643812795218,0.622783371465423,0.004187715094125183,0.009667417096512686,20,19,0,1.006726991283243,0.7595704110690726,0
Dop1b,70028,-0.9673292770462313,6.510010285929545,0.004193424224769266,0.009679428844554272,1489,1149,194,9.509053804181242,5.82767543519296,3.1733359022095953
NA,115488138,-6.869015498902505,0.5914707846334187,0.004194416464646641,0.009680551292893145,19,19,0,2.3371720738849344,1.8561941903875065,0
NA,102640970,-1.0890247483732571,4.374760676410334,0.004205420367209017,0.009704777214547114,298,295,40,2.759894230424765,2.169855988838321,0.9488725304944137
Zfp282,101095,0.9442609491492718,4.489191809552864,0.004212460226284347,0.009719850640315775,242,188,119,3.7506593847118763,2.314103768080224,4.724011316659537
NA,102634762,-6.9451573107130535,0.6546069647955233,0.004221692489055598,0.00973997858351631,25,15,0,1.8568733531970503,0.8848430722759245,0
NA,118568311,-6.905384029557156,0.6221698096681859,0.00422718363536221,0.009750295900588929,18,21,0,0.9617808603709271,0.8911599091455495,0
Noxred1,71275,-6.905384029557156,0.6221698096681859,0.00422718363536221,0.009750295900588929,18,21,0,1.240370358877803,1.1492933389192959,0
Cfap298,68001,-1.6868109918298757,2.833674725684723,0.004232478665470379,0.009761332486312049,79,124,9,2.7238529173970623,3.3955565476140137,0.7948236467786037
NA,100303647,-1.1228325089145723,4.255550050973305,0.004235304636634566,0.00976667272661554,248,299,36,804.3480199822102,770.1870732883488,299.06564416122933
Twf1,19230,0.8446557375881671,5.417002483783827,0.004244354864664875,0.009786363174937703,401,437,216,11.442042711647419,9.903149825724313,15.786456290035563
NA,100534296,2.193251710340614,0.47036578905430015,0.004247798837251991,0.009791072989016948,11,7,12,0.35487460238155827,0.17935479603824558,0.9915969633993013
1700028E10Rik,625175,2.193251710340614,0.47036578905430015,0.004247798837251991,0.009791072989016948,11,7,12,0.39378285532846935,0.19901915557444758,1.1003150999309395
Chrm3,12671,-1.0570121758110782,4.481825601011598,0.004247932727843499,0.009791072989016948,318,320,44,6.745465894700914,5.3909776309580355,2.390612663159307
Rab11fip3,215445,-0.9395277296253419,5.927805124366016,0.004261872140010517,0.00982201874907507,924,825,131,11.596201633658392,8.223003141684558,4.211015024842108
NA,102639154,1.403104489554399,2.4976367855218364,0.00427041755172781,0.009839712282337047,62,35,37,1.053915120521764,0.47251403288901866,1.6109697230907118
NA,118568161,1.322425918214891,2.504633456090559,0.004272129233878081,0.009839712282337047,54,46,36,1.3951696336182617,0.9438952652743356,2.382360415516962
NA,100169871,-7.204399523805663,0.8753577430825298,0.004272635218818595,0.009839712282337047,26,22,0,3.1741584145491357,2.133097226515445,0
Zfp575,101544,-7.204399523805663,0.8753577430825298,0.004272635218818595,0.009839712282337047,26,22,0,1.2370680960369982,0.8313342247104205,0
Slc5a12,241612,-7.204399523805663,0.8753577430825298,0.004272635218818595,0.009839712282337047,26,22,0,0.4772315141285911,0.3207090151920034,0
Kif19a,286942,-7.204399523805663,0.8753577430825298,0.004272635218818595,0.009839712282337047,26,22,0,0.7056636698453728,0.4742199412922762,0
Rai1,19377,0.9141702140764083,7.503657079609152,0.004279832000722232,0.009849920376179702,2008,1433,933,4.04527576141271,2.292785016037288,4.814351284429081
Flrt3,71436,-0.9928099832092102,4.955806542092403,0.004280467557405798,0.009849920376179702,461,426,64,9.886571626442414,7.255830209599626,3.5155758625961857
NA,105242785,2.3939571395258326,0.14545744253620296,0.004280470276939973,0.009849920376179702,5,8,10,0.3682822244796572,0.46798664635133436,1.8866114317513833
Gm3173,100169868,-6.906970212931893,0.6230901663771348,0.00428067150619005,0.009849920376179702,21,18,0,0.7556595554208706,0.5144132062195833,0
Alox8,11688,-6.906970212931893,0.6230901663771348,0.00428067150619005,0.009849920376179702,21,18,0,0.6242906928988798,0.4249842070326164,0
P2rx3,228139,-6.906970212931893,0.6230901663771348,0.00428067150619005,0.009849920376179702,21,18,0,0.3002208988918652,0.20437456797204726,0
Efcab15,69441,-6.906970212931893,0.6230901663771348,0.00428067150619005,0.009849920376179702,21,18,0,1.6707305297285642,1.13734530631051,0
Nars,70223,-0.9589936281520095,6.683162254836788,0.004282868032932624,0.009853789571200084,1288,1696,220,48.108487852319676,50.31116939884218,21.047486153381456
Fam185a,330050,-1.3242843224943373,3.5397078398482935,0.004308985165455064,0.009912686445912196,160,172,19,3.4773344188528186,2.9688458200463304,1.0576738960359162
Gm10400,100093700,1.8327255215764957,1.1276507151208386,0.004309714077004446,0.00991317136755543,17,16,17,0.43131754446621445,0.32240435975494797,1.1047622665669052
Prrt4,101359,-6.867939229041018,0.5908511281226232,0.004314766125813939,0.009921213830693198,17,21,0,0.37448557460446746,0.36739918373421915,0
NA,102640100,-6.867939229041018,0.5908511281226232,0.004314766125813939,0.009921213830693198,17,21,0,0.15235357677331976,0.14947058990089768,0
Scrn2,217140,-6.867939229041018,0.5908511281226232,0.004314766125813939,0.009921213830693198,17,21,0,0.956128776316724,0.938035950609275,0
Ubxn11,67586,-1.515241097532195,3.1831407560310057,0.004316333607686699,0.009923625440503438,150,109,13,2.8505907336189096,1.6451398735713445,0.6327886351067676
Rbmxl1,19656,-1.2472221640270027,3.9068965664988724,0.004321756044343561,0.00993489828144003,185,246,26,7.528452649892181,7.950635117012115,2.710060904848725
Kcnrg,328424,1.5619365340631308,1.8872223862733057,0.004330672156704288,0.009954198747503981,38,23,26,2.0171337811707404,0.9696425447417206,3.535054895522805
Lrrc8a,241296,0.8344036586572321,6.003722467367928,0.004338746077748729,0.009971559003671646,612,646,322,13.99804893958758,11.734952175900707,18.864429051072687
Lrrc8d,231549,0.8740957238926212,4.989604559448777,0.004349658352599887,0.009995437576302384,277,343,163,3.3094481025275715,3.25463766916946,4.988099623268702
NA,118567690,1.5417784494827464,1.8989446821279488,0.00435974081450624,0.01001740374732171,30,32,26,0.2945217345601618,0.2495047360831854,0.6537943319032693
NA,102635441,-6.9048454265218595,0.62186304281,0.004361120685409085,0.010018168096281909,17,22,0,0.23896312959085994,0.24560509817001008,0
Lrrc23,16977,-6.9048454265218595,0.62186304281,0.004361120685409085,0.010018168096281909,17,22,0,0.9271876586479442,0.9529587945811715,0
Bud13,215051,1.2025877979133237,2.8717154003186893,0.004364605409727264,0.010024969424287124,65,68,44,2.823442250441586,2.3458875261410523,4.895419770496312
Ankrd27,245886,0.9113736927566142,4.797443933734413,0.004367706962742556,0.010030889127133995,304,232,145,5.947968985941632,3.6050875598377776,7.266659696256157
Atf7ip,54343,0.8596579202731378,7.271358988448262,0.004368407259181506,0.010031293337724404,1448,1543,779,7.904990015625699,6.690081532415024,10.892860199442556
Tmem109,68539,0.9157279735774309,4.442561103992259,0.0043742860381060355,0.010043587515550555,198,223,114,7.626853687288217,6.82209571665257,11.247520267346314
NA,118568616,1.1059617496867746,3.386957596655185,0.004376435714991335,0.010047317558786803,96,98,60,1.1516231926917075,0.9336798061791247,1.8435805952486082
Mapk9,26420,-0.9435285034594346,7.319536299695078,0.0043828255953592766,0.010060780097901505,2237,2400,346,43.401887580006864,36.98167656012638,17.194535207674534
Rmnd1,66084,-1.1115656856900706,4.246344349436612,0.004387421757063551,0.010069240989914645,279,263,36,10.526074321209615,7.880444195197733,3.4788558840003403
Slc22a3,20519,-6.870099818864132,0.5920904821868608,0.004387564006319887,0.010069240989914645,21,17,0,0.5836342296081217,0.37523479424135664,0
Srprb,20818,0.8914291701879353,4.725738335012806,0.004391021836408484,0.010075967953466483,268,246,137,8.718302866471687,6.355723358333656,11.415355302041796
Klhl29,208439,-0.9675565820542934,5.214657149806006,0.004398349068795145,0.010091571259534419,560,502,78,7.7310005215968,5.504072088442051,2.7581252653915866
Xpr1,19775,-0.9377796012235918,6.96999566168865,0.004401537701256052,0.010097676359488253,1705,1927,272,21.683019098331055,19.46300097034092,8.860046095483638
Zranb1,360216,-0.924451839146788,6.376781862806485,0.00440882321627051,0.010113177628210488,1154,1240,181,17.902485478074674,15.277838930750551,7.192134565420719
Klf15,66277,-1.2881654571186263,3.830417825471332,0.0044103479299754215,0.01011546235245981,236,172,24,2.389224704502757,1.3829489893192615,0.622340327044489
1600012H06Rik,67912,0.9861974757107622,4.038222956040594,0.004415793248751917,0.010126737651728447,145,168,89,5.119203097819735,4.710601435570525,8.048150196646532
Wdr81,192652,0.8883187679163327,4.810548890888457,0.004425964426140371,0.010148846759988462,293,252,145,3.2731283543404075,2.235777994793174,4.14892062795429
Mctp2,244049,-1.6386653851102744,2.934012615544574,0.004445561870682143,0.010192562644908502,88,130,10,1.150089241942544,1.3493510204485335,0.3347499934645503
Gck,103988,-6.907516362102895,0.6233969706126782,0.004451797026981003,0.010204412665296217,22,17,0,0.553556659313566,0.339719941722004,0
Mir381,723935,-6.907516362102895,0.6233969706126782,0.004451797026981003,0.010204412665296217,22,17,0,28.541381354207463,17.51596019518653,0
Zfp933,242747,-0.9797591586520354,5.009852088227421,0.004452532316159161,0.010204875515701152,444,477,67,7.227919137718135,6.167106023903375,2.7936810772966316
Hspbp1,66245,-1.1989896718234636,4.110391942555099,0.004462078622668059,0.01022553003802946,209,288,31,11.620419551355896,12.717470259362319,4.414778556665766
Cdc42bpg,240505,1.0400075484872842,3.9737497306393226,0.00446472912982799,0.010230378735448976,172,122,87,2.712419474504761,1.5279915700825317,3.5141424962219
Zfas1,68949,-1.3398392333129532,4.086371384894884,0.004471722220380791,0.010245175576882488,167,329,28,22.01778772243462,34.44973041736231,9.455553338430917
Gcdh,270076,-1.3422822043384877,3.554715663591287,0.004473386210809116,0.010247213744782983,170,166,19,3.554916791377461,2.756901991505446,1.0176673184080804
Bivm,246229,-1.2091510154551657,3.977800898392569,0.004474186178284916,0.010247213744782983,240,211,28,5.381894282047961,3.7578470247797235,1.6082503719202617
NA,115487360,1.9195409871412965,1.0807167491475531,0.004474218555580256,0.010247213744782983,20,11,17,1.362747390861701,0.5952655775675105,2.966921073028068
Ubac1,98766,-1.0089295571228076,4.729851158860556,0.004493580802837109,0.010290326930063723,388,369,54,8.479888481248848,6.40497593152829,3.0229007159153904
NA,100216535,1.3109802412790093,3.1120039657387735,0.004497321939311265,0.010297661640119967,46,106,54,106.566845965385,195.03064923211886,320.42747588703133
Ankrd39,109346,1.2968051930986149,2.675184106540251,0.004498620210351413,0.010299401757168073,68,45,40,3.227517625420356,1.6963089141679923,4.862856002621614
Tmem203,227615,-2.1392419136978296,2.1495977305753295,0.004500331037024273,0.010302085873580454,54,70,4,5.748587352523384,5.918315808001625,1.0906843331919376
Atp5mk,102639577,-2.5993781315070534,2.1762950675712696,0.00450748931220625,0.01031723806800361,31,98,3,8.569048508333207,21.514423033860457,2.1240457681905487
Siglech,233274,-1.5229440566037993,3.081510027874518,0.004512214907104596,0.010326819116941655,111,130,12,2.8184546376657944,2.6215862075259215,0.7804427039698051
Gpx4,625249,-1.0560481067127765,7.0804436716994434,0.004515528729216889,0.010332590355555052,1466,2530,275,97.36658020152375,133.45326027049362,46.78216845525486
NA,102633818,-1.5449078100010927,2.9825951102950228,0.0045158166807688985,0.010332590355555052,121,103,11,1.9215472186405385,1.2990792203056474,0.447435134891127
Tcof1,21453,0.9945702654247239,3.9999538255790563,0.004517090756872357,0.010334269694037883,150,154,87,3.132651761349821,2.5543141074757827,4.653844001221104
Spata7,104871,-1.2009552793529994,3.9207614672864413,0.004526177348492694,0.010353820087124667,205,228,27,6.911480790035591,6.104987960900281,2.3315928598848434
Hmg20b,15353,1.2123414253655367,2.8991276180857204,0.004530119305513749,0.01036159864583318,72,63,45,3.2283925285446227,2.243505338093151,5.168185094952118
Hdac9,79221,-0.9341465165347016,6.087643563075366,0.0045399739040733475,0.010382897526492392,881,1078,147,3.3678326415876287,3.272849801088582,1.4393408010745525
Dgkh,380921,-0.9434267065723463,7.502234404071946,0.004546999235680349,0.010397721570009814,2480,2788,393,10.242122495528992,9.144580237724714,4.157215554448328
Dhx30,72831,-0.9440934875787531,5.616957331985061,0.0045681334491183764,0.010444801300428047,759,647,105,13.92623500924228,9.428203441685907,4.934611326439292
Zfp467,68910,-1.2206565894994108,3.8307723947547427,0.0045870015448151455,0.010486689037752201,214,192,25,4.283529116109945,3.052262628249888,1.2817392004441357
